author,orcid,affiliation,affiliation_type,country,paper_title,paper_year,paper_doi,paper_venue,author_position,topic_query,n_relevant_papers,industry_flag,score,query_class,tier,product_line,asset,hook,affil_suspect,affil_suspect_reason,export_review,export_note
Xuanyu Zhou,0009-0008-2093-1335,"University at Buffalo, State University of New York",academic,US,Preliminary demonstration of diamond-GaN <i>p–n</i> diodes via grafting,2026,https://doi.org/10.1063/5.0309618,Applied Physics Letters,middle,GaN diamond thermal,1,0,16,core,T4,NONE,NONE,,N,,FALSE,
Xuetian Bao,,Tongfu Microelectronics (China),industry,CN,Research on Intelligent Thermal Optimization for Chiplet-Based Heterogeneously Integrated AI Chip Embedded with Leaf-Vein-Inspired Fractal Microchannels,2026,https://doi.org/10.3390/ma19040679,Materials,middle,chiplet package thermal,1,1,16,displacement,T2,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Xulei Wang,,Zhengzhou University of Aeronautics,academic,CN,"Effect of sintering temperature on the microstructure, composition, and heat transfer of the GaN/diamond interface",2026,https://doi.org/10.1016/j.ijheatmasstransfer.2026.128447,International Journal of Heat and Mass Transfer,middle,GaN diamond thermal,1,0,16,core,T4,GaN-on-diamond,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Y W Sun,,Wuhan University,academic,CN,"Wafer Warpage of Silicon Interposer in Manufacturing Processes for High Density 2.5D Advanced Packaging: Causes, Measurement, Analysis and Optimization",2026,https://doi.org/10.1016/j.fmre.2026.05.008,Fundamental Research,middle,chiplet package thermal,1,0,16,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Y. Lu,,University of Wisconsin–Madison,academic,US,Preliminary demonstration of diamond-GaN <i>p–n</i> diodes via grafting,2026,https://doi.org/10.1063/5.0309618,Applied Physics Letters,middle,GaN diamond thermal,1,0,16,core,T4,NONE,NONE,,N,,FALSE,
Yabing Li,,Fudan University,academic,CN,Interfacial Engineering toward Ultralow Thermal Boundary Resistance at Metal–Semiconductor Contacts,2026,https://doi.org/10.1021/acs.nanolett.5c05501,Nano Letters,middle,thermal boundary resistance GaN,1,0,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yabo Huang,,Zhengzhou University of Aeronautics,academic,CN,"Effect of sintering temperature on the microstructure, composition, and heat transfer of the GaN/diamond interface",2026,https://doi.org/10.1016/j.ijheatmasstransfer.2026.128447,International Journal of Heat and Mass Transfer,middle,GaN diamond thermal,1,0,16,core,T4,GaN-on-diamond,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Yan Peng,,Shandong University,academic,CN,Simulation and Preparation of 2 in. Mosaic Single Crystal Diamond Process via MPCVD,2026,https://doi.org/10.1021/acs.cgd.5c01178,Crystal Growth & Design,middle,single crystal diamond MPCVD,1,0,16,core,T4,single-crystal-CVD-diamond-plate,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yan Shi,,Guizhou University,academic,CN,Battery-like asymmetric supercapacitors from vertically aligned Ni5P4/Ni2P nanosheets coated conductive diamond: Design and demonstrator,2026,https://doi.org/10.1016/j.est.2026.123764,Journal of Energy Storage,middle,diamond thermal conductivity substrate,1,0,16,core,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yan Zhou,,Nanjing Normal University,academic,CN,Extracting deeply buried thermal resistance in Au/Au-bonded thick Si-on-diamond,2026,https://doi.org/10.1063/5.0314427,Applied Physics Letters,middle,diamond heat spreader,1,0,16,core,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yang Liu,0009-0003-6682-1186,University of Wisconsin–Madison,academic,US,Preliminary demonstration of diamond-GaN <i>p–n</i> diodes via grafting,2026,https://doi.org/10.1063/5.0309618,Applied Physics Letters,middle,GaN diamond thermal,1,0,16,core,T4,NONE,NONE,,N,,FALSE,
Yanze Gao,0000-0002-8249-1338,Wuhan University of Technology,academic,CN,"Wafer Warpage of Silicon Interposer in Manufacturing Processes for High Density 2.5D Advanced Packaging: Causes, Measurement, Analysis and Optimization",2026,https://doi.org/10.1016/j.fmre.2026.05.008,Fundamental Research,middle,chiplet package thermal,1,0,16,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Yaohui Rong,,Anhui University,academic,CN,Thermal-mechanical co-design and optimization of 2.5D chiplet integration,2026,https://doi.org/10.1016/j.microrel.2026.116156,Microelectronics Reliability,middle,chiplet package thermal,1,0,16,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Yeonjoo Lee,0000-0003-2096-5160,Los Alamos National Laboratory,academic,US,"Advances and Future Challenges in Monolithic 3D Integrated Logic, Power, and Optoelectronics Technologies for Tightly Interconnected Intelligent Systems",2026,https://doi.org/10.1021/acsnano.5c15601,ACS Nano,middle,laser diode thermal management,1,0,16,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,FALSE,
Yi Teng,,Nanjing University of Posts and Telecommunications,academic,CN,Research on Intelligent Thermal Optimization for Chiplet-Based Heterogeneously Integrated AI Chip Embedded with Leaf-Vein-Inspired Fractal Microchannels,2026,https://doi.org/10.3390/ma19040679,Materials,middle,chiplet package thermal,1,0,16,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Yicun Li,,Harbin Institute of Technology,academic,CN,High-temperature stable growth of thick polycrystalline diamond film on GaN enabled by a SiNx/Si double interlayer,2026,https://doi.org/10.1016/j.diamond.2026.113769,Diamond and Related Materials,middle,diamond heat spreader,1,0,16,core,T4,polycrystalline-CVD-diamond-wafer,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yifu Guo,0009-0001-9770-9061,University of Michigan,academic,US,Preliminary demonstration of diamond-GaN <i>p–n</i> diodes via grafting,2026,https://doi.org/10.1063/5.0309618,Applied Physics Letters,middle,GaN diamond thermal,1,0,16,core,T4,NONE,NONE,,N,,FALSE,
Yikang Zhou,,Semiconductor Manufacturing International (China),industry,CN,"Wafer Warpage of Silicon Interposer in Manufacturing Processes for High Density 2.5D Advanced Packaging: Causes, Measurement, Analysis and Optimization",2026,https://doi.org/10.1016/j.fmre.2026.05.008,Fundamental Research,middle,chiplet package thermal,1,1,16,displacement,T2,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Yinfei Xie,0000-0002-9208-8868,Harbin Institute of Technology,academic,CN,Extracting deeply buried thermal resistance in Au/Au-bonded thick Si-on-diamond,2026,https://doi.org/10.1063/5.0314427,Applied Physics Letters,middle,diamond heat spreader,1,0,16,core,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yingnan Wang,0009-0000-7206-524X,Shandong University,academic,CN,Simulation and Preparation of 2 in. Mosaic Single Crystal Diamond Process via MPCVD,2026,https://doi.org/10.1021/acs.cgd.5c01178,Crystal Growth & Design,middle,single crystal diamond MPCVD,1,0,16,core,T4,single-crystal-CVD-diamond-plate,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yong Long,,Chinese Academy of Sciences,academic,CN,Piezotronic probe modulates the piezoelectric-electric-thermal coupling field in GaN power electronics,2026,https://doi.org/10.1039/d5nh00772k,Nanoscale Horizons,middle,GaN HEMT thermal management,1,0,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yoshinori Isoda,,NGK Spark Plug (Japan),industry,JP,Epitaxial growth and characterization of AlGaN/GaN HEMT structures on 4 inch directly bonded GaN/SiC substrates,2026,https://doi.org/10.35848/1347-4065/ae6c7c,Japanese Journal of Applied Physics,middle,thermal boundary resistance GaN,1,1,16,displacement,T4,NONE,A1,,N,,FALSE,
Yoshitaka Kuraoka,,NGK Spark Plug (Japan),industry,JP,Epitaxial growth and characterization of AlGaN/GaN HEMT structures on 4 inch directly bonded GaN/SiC substrates,2026,https://doi.org/10.35848/1347-4065/ae6c7c,Japanese Journal of Applied Physics,middle,thermal boundary resistance GaN,1,1,16,displacement,T4,NONE,A1,,N,,FALSE,
Youdi Hu,,Precision Research (United States),industry,US,Laser-Assisted Mass Transfer Technology for Microlight-Emitting Diodes,2026,https://doi.org/10.1007/s41871-025-00289-2,Nanomanufacturing and Metrology,middle,laser diode thermal management,1,1,16,displacement,T4,NONE,NONE,,N,,FALSE,
Young Jae Song,0000-0001-6172-3817,Sungkyunkwan University,academic,KR,"Advances and Future Challenges in Monolithic 3D Integrated Logic, Power, and Optoelectronics Technologies for Tightly Interconnected Intelligent Systems",2026,https://doi.org/10.1021/acsnano.5c15601,ACS Nano,middle,laser diode thermal management,1,0,16,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,FALSE,
Yu Chen,,Chinese Academy of Sciences,academic,CN,Investigation of N-polar GaN-diamond heterogeneous integration enabled by in-situ sputtered aluminum nitride interlayer,2026,https://doi.org/10.1016/j.diamond.2026.113310,Diamond and Related Materials,middle,diamond thermal conductivity substrate,1,0,16,core,T4,GaN-on-diamond,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Yu Li,0000-0002-7006-7433,Quartz Corp (Norway),industry,NO,Synergistic optimization of plasma uniformity and active species density in MPCVD systems: A study based on multiphysics simulation and response surface methodology,2026,https://doi.org/10.1016/j.vacuum.2026.115568,Vacuum,middle,single crystal diamond MPCVD,1,1,16,core,T2,single-crystal-CVD-diamond-plate,NONE,,N,,FALSE,
Yu Liang,,Nanjing University of Posts and Telecommunications,academic,CN,Research on Intelligent Thermal Optimization for Chiplet-Based Heterogeneously Integrated AI Chip Embedded with Leaf-Vein-Inspired Fractal Microchannels,2026,https://doi.org/10.3390/ma19040679,Materials,middle,chiplet package thermal,1,0,16,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Yu Zhou,,University of Science and Technology of China,academic,CN,Investigation of N-polar GaN-diamond heterogeneous integration enabled by in-situ sputtered aluminum nitride interlayer,2026,https://doi.org/10.1016/j.diamond.2026.113310,Diamond and Related Materials,middle,diamond thermal conductivity substrate,1,0,16,core,T4,GaN-on-diamond,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Yuan Li,,Wuhan University,academic,CN,Record- low thermal boundary resistance of GaN-on-diamond structure with ultra-high bonding rate via surface reconstruction bonding technique,2026,https://doi.org/10.1016/j.jallcom.2026.186906,Journal of Alloys and Compounds,middle,GaN diamond thermal,1,0,16,core,T4,GaN-on-diamond,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Yuan-Xi Jia,,Beijing Founder Electronics (China),industry,CN,β-Ga2O3 diodes with ultra-high surge current enabled by Ag/AMB-AlN flip-chip packaging,2026,https://doi.org/10.1016/j.jnlest.2026.100347,Journal of Electronic Science and Technology,middle,wide bandgap power device packaging,1,1,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yuehan Yue,,Zhengzhou University of Aeronautics,academic,CN,"Effect of sintering temperature on the microstructure, composition, and heat transfer of the GaN/diamond interface",2026,https://doi.org/10.1016/j.ijheatmasstransfer.2026.128447,International Journal of Heat and Mass Transfer,middle,GaN diamond thermal,1,0,16,core,T4,GaN-on-diamond,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Yuheng Wei,,Beijing Jingshida Electromechanical Equipment Research Institute,academic,CN,Effect of coupled/decoupled turbine guide vanes on reverse-flow combustor and mechanisms of bend-induced hot-streak bias,2026,https://doi.org/10.1016/j.ast.2026.112490,Aerospace Science and Technology,middle,near-junction thermal management,1,0,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yuxiao Ma,,Wuhan University of Technology,academic,CN,Rapid Forecast of Device Transient Temperature Response at Wafer Level Through Transducer-Less Thermoreflectance Technique,2026,https://doi.org/10.1109/ted.2026.3669874,IEEE Transactions on Electron Devices,middle,GaN HEMT thermal management,1,0,16,displacement,T4,polycrystalline-CVD-diamond-wafer,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yuxin Wang,,Chinese Academy of Sciences,academic,CN,Piezotronic probe modulates the piezoelectric-electric-thermal coupling field in GaN power electronics,2026,https://doi.org/10.1039/d5nh00772k,Nanoscale Horizons,middle,GaN HEMT thermal management,1,0,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yuxiu Liu,,Chinese Academy of Sciences,academic,CN,Piezotronic probe modulates the piezoelectric-electric-thermal coupling field in GaN power electronics,2026,https://doi.org/10.1039/d5nh00772k,Nanoscale Horizons,middle,GaN HEMT thermal management,1,0,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yuzheng Guo,,Wuhan University,academic,CN,"Wafer Warpage of Silicon Interposer in Manufacturing Processes for High Density 2.5D Advanced Packaging: Causes, Measurement, Analysis and Optimization",2026,https://doi.org/10.1016/j.fmre.2026.05.008,Fundamental Research,middle,chiplet package thermal,1,0,16,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
